,id,event_id,type_id,event_name,period_id,min,sec,team_id,outcome,x,y,timestamp,last_modified,version,player_id,keypass,competition_id,game_id,home_team_id,home_team_name,away_team_id,away_team_name,competition_name,season_id,276,328,388,391,Assisted,Big Chance,Blocked x co-ordinate,Blocked y co-ordinate,Box-centre,Close left,From corner,GK X Coordinate,GK Y Coordinate,Goal mouth y co-ordinate,Goal mouth z co-ordinate,Head,High right,Individual Play,Intentional assist,Left,Not past goal line,Out of box-centre,Regular play,Related event ID,Right,Right footed,Set piece,Standing,Swerve Right,Throw-in set piece,Volley,Weak,Zone,assist,Box-left,High,Left footed,Close right,Free kick,Strong,Close high,35+ right,Close right and high,Swerve Left,35+ centre,Box-right,Box-deep left,High left,Small box-right,233,Fast break,Keeper Saved,314,Close left and high,Small box-left,Small box-centre,Out of box-right,389,Out of box-deep right,Other body part,35+ left,Out of box-left,Out of box-deep left,Box-deep right
5,2300015881,378,13,Miss,1,37,50,740,1,69.9,33.9,2021-05-16T20:38:58.029,2021-05-19T08:57:26,1621411046366,175877,-,99,2133460,740,Marítimo,371,Vitória Guimarães,Portuguese Primeira Liga,2020,,-,-,,-,,,,-,,,98.6,48.2,71.6,2.8,,-,sim,-,sim,,sim,sim,-,,sim,,sim,-,,-,,Center,,,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
6,2300031361,456,13,Miss,2,48,12,740,1,90.3,46.0,2021-05-16T21:06:14.502,2021-05-19T10:58:10,1621418271247,180513,-,99,2133460,740,Marítimo,371,Vitória Guimarães,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,,,98.9,48.0,97.8,6.9,,-,-,sim,sim,,-,-,455,,-,,-,-,,-,,Center,,,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
7,2300047263,634,13,Miss,2,66,18,740,1,85.8,46.4,2021-05-16T21:24:20.967,2021-05-19T09:07:56,1621411676649,103741,-,99,2133460,740,Marítimo,371,Vitória Guimarães,Portuguese Primeira Liga,2020,,sim,-,,sim,,,,sim,,,98.5,49.1,41.8,4.2,,-,-,sim,-,,-,sim,633,,-,,sim,-,,sim,,Center,,,,sim,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,
8,2300048831,598,13,Miss,2,68,18,371,1,76.6,66.0,2021-05-16T21:26:20.199,2021-05-19T09:14:04,1621412044402,181185,-,99,2133460,740,Marítimo,371,Vitória Guimarães,Portuguese Primeira Liga,2020,,-,-,,sim,,,,-,,,98.5,51.4,42.2,16.7,,-,sim,-,-,,sim,sim,596,,sim,,sim,sim,,sim,,Center,,,,-,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,
9,2300058617,655,13,Miss,2,78,39,371,1,93.5,31.0,2021-05-16T21:36:41.147,2021-05-19T09:04:22,1621411456832,217993,-,99,2133460,740,Marítimo,371,Vitória Guimarães,Portuguese Primeira Liga,2020,,sim,-,,sim,,,,-,,,98.5,44.4,78.7,1.4,,-,-,sim,sim,,-,sim,653,,sim,,sim,-,,-,,Center,,,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
10,2300062129,692,13,Miss,2,82,17,371,1,74.1,49.1,2021-05-16T21:40:19.615,2021-05-19T09:08:52,1621411727897,217993,-,99,2133460,740,Marítimo,371,Vitória Guimarães,Portuguese Primeira Liga,2020,,sim,sim,,-,,,,-,,,98.4,49.5,38.2,52.8,,sim,sim,-,-,,sim,sim,-,,sim,,-,-,,sim,,Center,,,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
0,2299222049,320,13,Miss,1,43,52,255,1,90.2,53.3,2021-05-15T18:43:38.514,2021-05-16T21:37:46,1621197456080,509111,-,99,2133464,251,Benfica,255,Sporting CP,Portuguese Primeira Liga,2020,,sim,,,sim,-,,,sim,,sim,98.0,49.8,66.7,15.3,sim,,-,sim,sim,,-,-,318,-,-,-,,,,-,,Center,-,-,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,
1,2299245315,437,13,Miss,2,54,12,255,1,81.1,65.1,2021-05-15T19:13:09.581,2021-05-16T22:07:11,1621199221558,465206,-,99,2133464,251,Benfica,255,Sporting CP,Portuguese Primeira Liga,2020,,sim,,,-,-,,,-,,-,97.1,51.8,39.3,4.2,-,,sim,-,-,,sim,sim,-,sim,-,-,,,,-,,Center,-,-,-,sim,,,-,,,,,,,,,,,,,,,,,,,,,,,,
2,2299257461,619,13,Miss,2,68,28,251,1,90.6,67.4,2021-05-15T19:27:25.179,2021-05-17T00:33:18,1621207988454,179531,-,99,2133464,251,Benfica,255,Sporting CP,Portuguese Primeira Liga,2020,,-,,,sim,sim,,,-,,-,97.8,54.5,37.8,18.1,-,,-,sim,-,,-,-,618,sim,sim,sim,,,,-,,Center,-,sim,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,
3,2299259051,571,13,Miss,2,70,48,255,1,86.5,40.6,2021-05-15T19:29:45.269,2021-05-17T00:35:55,1621208146658,433145,-,99,2133464,251,Benfica,255,Sporting CP,Portuguese Primeira Liga,2020,,sim,,,sim,-,,,sim,,sim,97.7,48.0,51.6,68.1,-,,-,sim,-,,-,-,570,-,sim,-,,,,sim,,Center,-,-,sim,-,,,sim,,,,,,,,,,,,,,,,,,,,,,,,
0,2263122923,55,13,Miss,1,5,42,1980,1,94.7,75.7,2021-02-09T15:07:58.716,2021-02-12T04:22:23,1613103743182,486385,-,99,2133328,1981,Paços de Ferreira,1980,Portimonense,Portuguese Primeira Liga,2020,,-,-,,sim,-,,,-,,-,95.8,71.1,68.2,4.2,-,,sim,sim,,,,sim,54,,-,,sim,,,,,Center,,-,,sim,-,,,-,,,,,,,,,,,,,,,,,,,,,,,
1,2263126759,178,13,Miss,1,21,3,1980,1,92.0,58.5,2021-02-09T15:23:20.039,2021-02-12T12:26:30,1613132776981,482975,-,99,2133328,1981,Paços de Ferreira,1980,Portimonense,Portuguese Primeira Liga,2020,,sim,sim,,sim,-,,,sim,,-,99.4,51.3,32.9,4.2,sim,,-,sim,,,,sim,176,,-,,-,,,,,Center,,-,,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,
2,2263129569,321,13,Miss,1,37,26,1980,1,93.1,52.5,2021-02-09T15:39:42.960,2021-02-12T04:23:02,1613055224237,486385,-,99,2133328,1981,Paços de Ferreira,1980,Portimonense,Portuguese Primeira Liga,2020,,sim,sim,,sim,sim,,,sim,,-,98.9,50.5,42.0,19.4,sim,,-,sim,,,,sim,320,,-,,-,,,,,Center,,-,,-,sim,,,-,,,,,,,,,,,,,,,,,,,,,,,
3,2263131189,374,13,Miss,1,47,1,1980,1,92.4,52.4,2021-02-09T15:49:17.666,2021-02-12T12:26:43,1613132778547,101940,-,99,2133328,1981,Paços de Ferreira,1980,Portimonense,Portuguese Primeira Liga,2020,,sim,sim,,sim,-,,,sim,,sim,99.5,50.2,47.9,72.2,sim,,-,sim,,,,-,372,,-,,-,,,,,Center,,-,,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,
4,2263134201,591,13,Miss,2,63,44,1980,1,76.2,54.0,2021-02-09T16:26:36.969,2021-02-12T04:19:45,1613103585343,116635,-,99,2133328,1981,Paços de Ferreira,1980,Portimonense,Portuguese Primeira Liga,2020,,sim,-,,-,-,,,-,,-,98.2,50.4,37.1,40.3,-,,sim,-,,,,sim,-,,sim,,sim,,,,,Center,,-,,-,-,,,-,,,,,,,,,,,,,,,,,,,,,,,
5,2263134885,625,13,Miss,2,69,2,1980,1,95.5,56.0,2021-02-09T16:31:54.959,2021-02-12T12:27:02,1613132780615,101940,-,99,2133328,1981,Paços de Ferreira,1980,Portimonense,Portuguese Primeira Liga,2020,,sim,-,,-,sim,,,-,,sim,98.6,53.2,52.4,55.6,-,,-,-,,,,-,-,,sim,,sim,,,,,Center,,-,,-,-,,,sim,,,,,,,,,,,,,,,,,,,,,,,
6,2263136313,664,13,Miss,2,79,41,1981,1,84.3,46.1,2021-02-09T16:42:34.047,2021-02-12T12:27:05,1613132781098,172988,-,99,2133328,1981,Paços de Ferreira,1980,Portimonense,Portuguese Primeira Liga,2020,,sim,sim,,sim,-,,,sim,,-,98.4,50,41.2,8.3,sim,,-,sim,,,,sim,662,,-,,-,,,,,Center,,-,,-,sim,,,-,,,,,,,,,,,,,,,,,,,,,,,
7,2263136581,709,13,Miss,2,81,10,1980,1,85.3,71.5,2021-02-09T16:44:02.139,2021-02-12T04:44:33,1613105073698,185604,-,99,2133328,1981,Paços de Ferreira,1980,Portimonense,Portuguese Primeira Liga,2020,,-,-,,sim,-,,,-,,-,98.4,52.3,52.4,58.3,-,,sim,-,,,,sim,708,,sim,,sim,,,,,Center,,sim,,-,-,,,sim,,,,,,,,,,,,,,,,,,,,,,,
8,2263136729,686,13,Miss,2,82,18,1981,1,93.3,66.9,2021-02-09T16:45:10.154,2021-02-12T04:47:37,1613105257649,172988,-,99,2133328,1981,Paços de Ferreira,1980,Portimonense,Portuguese Primeira Liga,2020,,sim,-,,sim,-,,,-,,-,99.5,51.8,58.3,56.9,-,,-,sim,,,,sim,684,,-,,sim,,,,,Center,,sim,,sim,-,,,-,,,,,,,,,,,,,,,,,,,,,,,
0,2248205839,90,13,Miss,1,7,48,372,1,79.7,70.5,2020-12-22T20:24:32.438,2020-12-24T06:44:59,1608792299409,168650,-,99,2133252,372,Sporting Braga,2847,Rio Ave,Portuguese Primeira Liga,2020,,sim,,,-,,,,,,sim,98.9,53.1,52.8,87.5,,,sim,,,,sim,-,-,-,-,,sim,,,sim,,Center,-,,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2248216029,171,13,Miss,1,20,58,2847,1,78.3,58.1,2020-12-22T20:37:41.987,2020-12-24T06:41:56,1608792117103,423087,-,99,2133252,372,Sporting Braga,2847,Rio Ave,Portuguese Primeira Liga,2020,,-,,,sim,,,,,,-,99.0,50,41.5,6.9,,,sim,,,,sim,sim,169,-,-,,sim,,,-,,Center,-,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2248223527,328,13,Miss,1,33,12,372,1,92.6,72.6,2020-12-22T20:49:56.306,2020-12-24T08:25:32,1608798331193,154306,-,99,2133252,372,Sporting Braga,2847,Rio Ave,Portuguese Primeira Liga,2020,,sim,,,sim,,,,,,-,99.5,53.8,52.3,75,,,-,,,,-,sim,327,-,-,,sim,,,sim,,Center,-,,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2248225461,334,13,Miss,1,38,27,2847,1,69.7,48.8,2020-12-22T20:55:11.067,2020-12-24T08:40:35,1608799234369,154075,-,99,2133252,372,Sporting Braga,2847,Rio Ave,Portuguese Primeira Liga,2020,,-,,,-,,,,,,-,99.0,49.3,48.9,81.9,,,-,,,,sim,-,-,-,sim,,sim,,,-,,Center,-,,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2248226167,353,13,Miss,1,40,50,2847,1,79.4,66.6,2020-12-22T20:57:33.706,2020-12-24T06:41:47,1608792107913,130773,-,99,2133252,372,Sporting Braga,2847,Rio Ave,Portuguese Primeira Liga,2020,,-,,,-,,,,,,-,99.1,50.2,40.5,9.7,,,sim,,,,sim,sim,-,sim,sim,,sim,,,-,,Center,-,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2248240761,571,13,Miss,2,55,52,372,1,78.0,37.6,2020-12-22T21:33:16.806,2020-12-24T06:49:06,1608792546392,40844,-,99,2133252,372,Sporting Braga,2847,Rio Ave,Portuguese Primeira Liga,2020,,sim,,,-,,,,,,sim,98.5,50,61.5,79.2,,,sim,,,,sim,-,-,-,sim,,sim,,,-,,Center,-,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2248241229,578,13,Miss,2,57,2,372,1,76.6,71.3,2020-12-22T21:34:26.827,2020-12-24T06:50:27,1608792626787,166498,-,99,2133252,372,Sporting Braga,2847,Rio Ave,Portuguese Primeira Liga,2020,,-,,,-,,,,,,-,98.6,52.0,37.6,8.3,,,sim,,,,sim,sim,-,sim,-,,sim,,,sim,,Center,-,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2248248533,731,13,Miss,2,83,19,2847,1,75.8,63.6,2020-12-22T22:00:44.220,2020-12-24T06:40:08,1608792008295,154075,-,99,2133252,372,Sporting Braga,2847,Rio Ave,Portuguese Primeira Liga,2020,,sim,,,-,,,,,,-,98.6,49.6,62.2,29.2,,,sim,,,,sim,-,-,-,sim,,sim,,,-,,Center,-,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2263178591,57,13,Miss,1,3,23,196,1,88.6,46.7,2021-02-09T19:03:57.684,2021-02-11T10:51:12,1613040672394,228492,-,99,2133323,196,Boavista,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,,,sim,,92.9,45.3,sim,,,96.3,48.4,43.4,2.8,sim,,-,sim,-,sim,-,sim,55,-,-,-,,,,,,Center,,,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2263193353,168,13,Miss,1,17,15,196,1,91.9,53.8,2021-02-09T19:17:49.621,2021-02-11T11:15:27,1613042127134,222874,-,99,2133323,196,Boavista,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,,,sim,,-,-,sim,,,98.8,51.1,51.9,55.6,sim,,-,sim,-,-,-,-,167,-,-,-,,,,,,Center,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2263194123,177,13,Miss,1,18,2,196,1,78.1,77.8,2021-02-09T19:18:36.414,2021-02-11T11:16:44,1613042203682,216067,-,99,2133323,196,Boavista,2003,CD Nacional,Portuguese Primeira Liga,2020,,-,,,sim,,-,-,-,,,99.0,50.9,42.4,6.9,-,,sim,-,-,-,sim,sim,176,-,-,-,,,,,,Center,,,,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2263197327,202,13,Miss,1,21,2,196,1,77.3,70.6,2021-02-09T19:21:36.556,2021-02-11T11:31:09,1613043068984,228492,-,99,2133323,196,Boavista,2003,CD Nacional,Portuguese Primeira Liga,2020,,-,,,-,,-,-,-,,,88.2,60.7,40.2,6.9,-,,sim,-,-,-,sim,sim,-,sim,sim,-,,,,,,Center,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2263199133,224,13,Miss,1,22,56,2003,1,89.8,45.2,2021-02-09T19:23:30.368,2021-02-11T11:33:33,1613043213146,165805,-,99,2133323,196,Boavista,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,,,sim,,91.4,57.6,sim,,,98.2,49.6,99.8,23.6,sim,,-,sim,sim,sim,-,sim,223,-,-,-,,,,,,Center,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2263204131,285,13,Miss,1,29,40,196,1,92.1,58.8,2021-02-09T19:30:14.335,2021-02-11T11:48:18,1613044097738,19534,-,99,2133323,196,Boavista,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,,,sim,,-,-,sim,,,99.0,52.2,61.5,16.7,sim,,-,sim,sim,-,-,sim,283,-,-,-,,,,,,Center,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2263215399,377,13,Miss,1,43,50,196,1,88.3,56.5,2021-02-09T19:44:24.899,2021-02-11T12:39:21,1613047161632,222874,-,99,2133323,196,Boavista,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,,,sim,,92.1,48.4,sim,,,98.5,51.4,25.9,4.2,sim,,-,sim,-,sim,-,sim,375,sim,-,-,,,,,,Center,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2263230277,486,13,Miss,2,53,57,2003,1,78.2,30.1,2021-02-09T20:11:29.956,2021-02-11T12:57:54,1613048274371,225190,-,99,2133323,196,Boavista,2003,CD Nacional,Portuguese Primeira Liga,2020,,-,,,sim,,-,-,-,,,98.2,47.8,42.0,8.3,-,,sim,-,-,-,sim,sim,485,-,-,-,,,,,,Center,,,,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2263239031,597,13,Miss,2,65,32,196,1,85.5,27.4,2021-02-09T20:23:05.166,2021-02-11T13:38:06,1613050685796,228492,-,99,2133323,196,Boavista,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,,,sim,,-,-,-,,,99.3,47.3,41.5,43.1,-,,-,sim,-,-,-,sim,596,-,sim,-,,,,,,Center,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2263251387,740,13,Miss,2,83,36,2003,1,73.1,50.5,2021-02-09T20:41:09.210,2021-02-11T20:14:42,1613074482606,513583,-,99,2133323,196,Boavista,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,,,-,,-,-,-,,,95.9,51.1,43.5,84.7,-,,-,-,-,-,sim,-,-,-,sim,sim,,,,,,Center,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2263255315,813,13,Miss,2,89,50,196,1,89.2,47.3,2021-02-09T20:47:22.773,2021-02-11T20:28:57,1613075336790,222874,-,99,2133323,196,Boavista,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,,,sim,,-,-,sim,,,99.5,49.3,40,15.3,sim,,-,sim,-,-,-,-,812,sim,-,sim,,,,,,Center,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2263256207,831,13,Miss,2,91,32,196,1,85.3,51.5,2021-02-09T20:49:04.963,2021-02-11T20:33:57,1613075637635,233867,-,99,2133323,196,Boavista,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,,,sim,,88.8,46.6,sim,,,98.0,47.7,42.5,5.6,sim,,-,sim,-,sim,-,sim,830,-,-,-,,,,,,Center,,,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2219345373,155,13,Miss,1,11,53,251,1,73.8,46.3,2020-10-04T18:41:34.739,2020-10-07T08:02:02,1602054121751,447203,-,99,2133189,251,Benfica,3217,SC Farense,Portuguese Primeira Liga,2020,,-,-,,sim,,,,-,,,3.3,50.5,63.0,15.3,-,,sim,-,sim,,sim,sim,154,,sim,,sim,-,,,,Center,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2219346421,170,13,Miss,1,13,10,251,1,79.3,64.2,2020-10-04T18:42:51.279,2020-10-07T08:04:53,1602054293249,80590,-,99,2133189,251,Benfica,3217,SC Farense,Portuguese Primeira Liga,2020,,sim,-,,sim,,,,-,,,2.3,49.1,40.8,4.2,-,,sim,sim,-,,sim,sim,169,,sim,,sim,sim,,,,Center,-,,-,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2219356865,257,13,Miss,1,27,56,3217,1,85.2,51.2,2020-10-04T18:57:37.854,2020-10-07T10:10:46,1602061835832,100202,-,99,2133189,251,Benfica,3217,SC Farense,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,,,98.1,50,59.8,16.7,sim,,-,sim,sim,,-,sim,255,,-,,-,-,,,,Center,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2219373909,458,13,Miss,2,47,3,3217,1,74.1,65.7,2020-10-04T19:34:20.840,2020-10-07T07:20:24,1602051623970,183981,-,99,2133189,251,Benfica,3217,SC Farense,Portuguese Primeira Liga,2020,,-,-,,sim,,,,-,,,1.2,50.2,50.1,91.7,-,,sim,-,-,,sim,sim,457,,sim,,sim,-,,,,Center,-,,sim,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2291809629,42,13,Miss,1,3,2,371,1,81.8,32.8,2021-04-26T19:03:51.260,2021-04-29T07:24:20,1619677460618,210200,-,99,2133424,2003,CD Nacional,371,Vitória Guimarães,Portuguese Primeira Liga,2020,,-,,sim,-,,98.0,42.6,,,-,98.2,46.9,42.2,5.6,,,sim,-,,sim,sim,sim,-,,-,,sim,,,,sim,Center,-,,-,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2291821893,224,13,Miss,1,23,39,371,1,77.1,33.0,2021-04-26T19:24:28.143,2021-04-29T07:36:05,1619678161513,88775,-,99,2133424,2003,CD Nacional,371,Vitória Guimarães,Portuguese Primeira Liga,2020,,-,,-,sim,,-,-,,,-,98.4,49.5,48.7,75,,,sim,-,,-,sim,sim,222,,sim,,sim,,,,-,Center,-,,sim,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2291854169,640,13,Miss,2,62,1,371,1,77.4,49.1,2021-04-26T20:21:01.056,2021-04-29T10:17:35,1619687812958,168775,-,99,2133424,2003,CD Nacional,371,Vitória Guimarães,Portuguese Primeira Liga,2020,,sim,,-,sim,,-,-,,,sim,98.5,49.6,46.7,77.8,,,-,sim,,-,sim,-,638,,-,,sim,,,,-,Center,-,,sim,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2263140487,264,13,Miss,1,26,10,6685,1,74.2,47.6,2021-02-09T17:27:16.085,2021-02-11T15:07:38,1613056058220,442853,-,99,2133330,2847,Rio Ave,6685,Tondela,Portuguese Primeira Liga,2020,,sim,,-,-,-,,,-,,,98.1,50.4,38.0,4.2,,,sim,-,,,sim,sim,-,sim,,,,,,,,Center,-,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2263140833,322,13,Miss,1,29,16,2847,1,77.7,47.8,2021-02-09T17:30:21.810,2021-02-11T15:15:33,1613056533198,209422,-,99,2133330,2847,Rio Ave,6685,Tondela,Portuguese Primeira Liga,2020,,sim,,-,-,-,,,-,,,99.0,49.8,59.7,70.8,,,sim,-,,,sim,sim,-,-,,,,,,,,Center,-,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2263154511,522,13,Miss,2,48,21,2847,1,93.9,48.8,2021-02-09T18:09:06.577,2021-02-11T13:56:25,1613051784662,217989,-,99,2133330,2847,Rio Ave,6685,Tondela,Portuguese Primeira Liga,2020,,sim,,sim,sim,sim,,,sim,,,99.0,50.2,70.9,2.8,,,-,sim,,,-,sim,520,-,,,,,,,,Center,-,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2263165429,629,13,Miss,2,74,54,6685,1,83.8,50.9,2021-02-09T18:35:39.109,2021-02-11T14:38:05,1613054285227,473807,-,99,2133330,2847,Rio Ave,6685,Tondela,Portuguese Primeira Liga,2020,,sim,,sim,sim,-,,,sim,,,99.3,50.2,35.8,38.9,,,-,sim,,,-,sim,628,sim,,,,,,,,Center,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2263166469,642,13,Miss,2,76,42,6685,1,70.5,59.4,2021-02-09T18:37:27.016,2021-02-11T14:41:15,1613054475368,149683,-,99,2133330,2847,Rio Ave,6685,Tondela,Portuguese Primeira Liga,2020,,-,,-,sim,-,,,-,,,99.4,50,52.3,63.9,,,sim,-,,,sim,sim,641,-,,,,,,,,Center,-,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2263168223,772,13,Miss,2,79,51,2847,1,81.9,32.2,2021-02-09T18:40:36.243,2021-02-11T14:48:44,1613054924034,423087,-,99,2133330,2847,Rio Ave,6685,Tondela,Portuguese Primeira Liga,2020,,-,,-,-,sim,,,-,,,94.9,44.0,58.2,4.2,,,sim,-,,,sim,sim,-,-,,,,,,,,Center,-,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2263170159,711,13,Miss,2,83,33,6685,1,67.5,42.1,2021-02-09T18:44:18.291,2021-02-11T16:03:00,1613059380288,232070,-,99,2133330,2847,Rio Ave,6685,Tondela,Portuguese Primeira Liga,2020,,-,,-,sim,-,,,-,,,99.3,50,43.2,56.9,,,sim,-,,,sim,sim,710,-,,,,,,,,Center,-,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2295781681,42,13,Miss,1,5,8,6644,1,70.7,45.1,2021-05-07T19:07:51.310,2021-05-10T03:17:49,1620613069393,204220,-,99,2133442,6644,FC Famalicão,3084,Santa Clara,Portuguese Primeira Liga,2020,,-,-,,-,,,,-,,,98.5,49.8,66.6,8.3,-,,-,-,sim,,sim,-,-,-,sim,,sim,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2295790617,127,13,Miss,1,15,14,3084,1,42.2,46.6,2021-05-07T19:17:57.123,2021-05-10T03:14:34,1620612871949,244302,-,99,2133442,6644,FC Famalicão,3084,Santa Clara,Portuguese Primeira Liga,2020,,-,-,,-,,,,-,,,84.5,49.8,66.6,27.8,-,,sim,-,sim,,-,sim,-,-,sim,,sim,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2295816665,431,13,Miss,1,45,40,6644,1,93.3,51.5,2021-05-07T19:48:22.637,2021-05-10T11:18:35,1620641908047,465214,-,99,2133442,6644,FC Famalicão,3084,Santa Clara,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,,,98.9,50.2,29.7,13.9,sim,,-,sim,-,,-,sim,422,sim,-,,-,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2295827377,395,13,Miss,2,47,35,3084,1,91.0,53.9,2021-05-07T20:10:11.986,2021-05-10T11:18:39,1620641908056,244302,-,99,2133442,6644,FC Famalicão,3084,Santa Clara,Portuguese Primeira Liga,2020,,sim,sim,,-,,,,sim,,,97.7,50,69.2,5.6,sim,,-,-,sim,,-,-,-,-,-,,-,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2295830737,515,13,Miss,2,51,12,6644,1,77.4,60.0,2021-05-07T20:13:48.766,2021-05-10T04:03:24,1620615793608,171339,-,99,2133442,6644,FC Famalicão,3084,Santa Clara,Portuguese Primeira Liga,2020,,-,-,,sim,,,,-,,,98.0,50.4,49.7,56.9,-,,sim,-,-,,sim,sim,517,-,sim,,sim,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2295851221,713,13,Miss,2,76,0,6644,1,90.3,63.5,2021-05-07T20:38:36.917,2021-05-10T03:45:44,1620614744166,204220,-,99,2133442,6644,FC Famalicão,3084,Santa Clara,Portuguese Primeira Liga,2020,,sim,-,,sim,,,,-,,,99.0,51.4,60.2,22.2,sim,,-,sim,sim,,-,sim,712,-,-,,sim,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2295860825,620,13,Miss,2,87,42,3084,1,77.5,19.3,2021-05-07T20:50:18.188,2021-05-10T04:04:49,1620615889220,102025,-,99,2133442,6644,FC Famalicão,3084,Santa Clara,Portuguese Primeira Liga,2020,,sim,-,,-,,,,-,,,98.6,46.4,39.2,13.9,-,,sim,-,-,,-,sim,-,sim,sim,,sim,,,,,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2212469819,78,13,Miss,1,6,28,251,1,91.9,49.1,2020-09-18T19:06:02.122,2020-09-21T10:53:15,1600681874040,447203,-,99,2133169,6644,FC Famalicão,251,Benfica,Portuguese Primeira Liga,2020,,sim,,,sim,,,,sim,-,,99.0,49.1,52.9,69.4,,,-,sim,,,,-,77,,-,,-,,,-,,Center,-,,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2212470661,85,13,Miss,1,7,52,251,1,95.7,66.1,2020-09-18T19:07:25.691,2020-09-22T05:04:40,1600747479923,168143,-,99,2133169,6644,FC Famalicão,251,Benfica,Portuguese Primeira Liga,2020,,-,,,sim,,,,-,sim,,99.3,52.9,57.1,23.6,,,sim,-,,,,sim,83,,-,,sim,,,-,,Center,-,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2212479587,209,13,Miss,1,22,12,251,1,97.5,40.9,2020-09-18T19:21:46.081,2020-09-21T10:22:20,1600680140511,148515,-,99,2133169,6644,FC Famalicão,251,Benfica,Portuguese Primeira Liga,2020,,sim,,,sim,,,,-,-,,100,46.8,64.9,1.4,,,-,sim,,,,sim,208,,sim,,sim,,,sim,,Center,-,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
